Región,Comuna,País o continente de nacimiento,Inmigrantes internacionales
Metropolitana de Santiago,Pudahuel,África,10.0
Metropolitana de Santiago,Pudahuel,Oceanía,2.0
Metropolitana de Santiago,Pudahuel,País de nacimiento no declarado,18.0
Metropolitana de Santiago,Quilicura,Total nacidos fuera del país,27310.0
Metropolitana de Santiago,Quilicura,Argentina,708.0
Metropolitana de Santiago,Quilicura,Bolivia (Estado Plurinacional de),462.0
Metropolitana de Santiago,Quilicura,Colombia,2325.0
Metropolitana de Santiago,Quilicura,Haití,8002.0
Metropolitana de Santiago,Quilicura,Perú,4330.0
Metropolitana de Santiago,Quilicura,Venezuela (República Bolivariana de),9674.0
Metropolitana de Santiago,Quilicura,Otros países de América del Sur,946.0
Metropolitana de Santiago,Quilicura,Otros países de América Central y El Caribe,514.0
Metropolitana de Santiago,Quilicura,América del Norte,47.0
Metropolitana de Santiago,Quilicura,Europa,121.0
Metropolitana de Santiago,Quilicura,Asia,154.0
Metropolitana de Santiago,Quilicura,África,8.0
Metropolitana de Santiago,Quilicura,Oceanía,3.0
Metropolitana de Santiago,Quilicura,País de nacimiento no declarado,16.0
Metropolitana de Santiago,Quinta Normal,Total nacidos fuera del país,35630.0
Metropolitana de Santiago,Quinta Normal,Argentina,329.0
Metropolitana de Santiago,Quinta Normal,Bolivia (Estado Plurinacional de),407.0
Metropolitana de Santiago,Quinta Normal,Colombia,5082.0
Metropolitana de Santiago,Quinta Normal,Haití,1160.0
Metropolitana de Santiago,Quinta Normal,Perú,7684.0
Metropolitana de Santiago,Quinta Normal,Venezuela (República Bolivariana de),18587.0
Metropolitana de Santiago,Quinta Normal,Otros países de América del Sur,1483.0
Metropolitana de Santiago,Quinta Normal,Otros países de América Central y El Caribe,650.0
Metropolitana de Santiago,Quinta Normal,América del Norte,33.0
Metropolitana de Santiago,Quinta Normal,Europa,89.0
Metropolitana de Santiago,Quinta Normal,Asia,110.0
Metropolitana de Santiago,Quinta Normal,África,7.0
Metropolitana de Santiago,Quinta Normal,Oceanía,2.0
Metropolitana de Santiago,Quinta Normal,País de nacimiento no declarado,7.0
Metropolitana de Santiago,Recoleta,Total nacidos fuera del país,34009.0
Metropolitana de Santiago,Recoleta,Argentina,523.0
Metropolitana de Santiago,Recoleta,Bolivia (Estado Plurinacional de),2979.0
Metropolitana de Santiago,Recoleta,Colombia,2785.0
Metropolitana de Santiago,Recoleta,Haití,1620.0
Metropolitana de Santiago,Recoleta,Perú,15209.0
Metropolitana de Santiago,Recoleta,Venezuela (República Bolivariana de),7431.0
Metropolitana de Santiago,Recoleta,Otros países de América del Sur,1631.0
Metropolitana de Santiago,Recoleta,Otros países de América Central y El Caribe,1085.0
Metropolitana de Santiago,Recoleta,América del Norte,42.0
Metropolitana de Santiago,Recoleta,Europa,163.0
Metropolitana de Santiago,Recoleta,Asia,468.0
Metropolitana de Santiago,Recoleta,África,19.0
Metropolitana de Santiago,Recoleta,Oceanía,12.0
Metropolitana de Santiago,Recoleta,País de nacimiento no declarado,42.0
Metropolitana de Santiago,Renca,Total nacidos fuera del país,12523.0
Metropolitana de Santiago,Renca,Argentina,404.0
Metropolitana de Santiago,Renca,Bolivia (Estado Plurinacional de),271.0
Metropolitana de Santiago,Renca,Colombia,1497.0
Metropolitana de Santiago,Renca,Haití,1379.0
Metropolitana de Santiago,Renca,Perú,3555.0
Metropolitana de Santiago,Renca,Venezuela (República Bolivariana de),4140.0
Metropolitana de Santiago,Renca,Otros países de América del Sur,583.0
Metropolitana de Santiago,Renca,Otros países de América Central y El Caribe,564.0
Metropolitana de Santiago,Renca,América del Norte,12.0
Metropolitana de Santiago,Renca,Europa,57.0
Metropolitana de Santiago,Renca,Asia,49.0
Metropolitana de Santiago,Renca,África,5.0
Metropolitana de Santiago,Renca,Oceanía,0.0
Metropolitana de Santiago,Renca,País de nacimiento no declarado,7.0
Metropolitana de Santiago,San Joaquín,Total nacidos fuera del país,14088.0
Metropolitana de Santiago,San Joaquín,Argentina,330.0
Metropolitana de Santiago,San Joaquín,Bolivia (Estado Plurinacional de),290.0
Metropolitana de Santiago,San Joaquín,Colombia,1566.0
Metropolitana de Santiago,San Joaquín,Haití,484.0
Metropolitana de Santiago,San Joaquín,Perú,2722.0
Metropolitana de Santiago,San Joaquín,Venezuela (República Bolivariana de),7504.0
Metropolitana de Santiago,San Joaquín,Otros países de América del Sur,662.0
Metropolitana de Santiago,San Joaquín,Otros países de América Central y El Caribe,294.0
Metropolitana de Santiago,San Joaquín,América del Norte,22.0
Metropolitana de Santiago,San Joaquín,Europa,111.0
Metropolitana de Santiago,San Joaquín,Asia,81.0
Metropolitana de Santiago,San Joaquín,África,5.0
Metropolitana de Santiago,San Joaquín,Oceanía,7.0
Metropolitana de Santiago,San Joaquín,País de nacimiento no declarado,10.0
Metropolitana de Santiago,San Miguel,Total nacidos fuera del país,39266.0
Metropolitana de Santiago,San Miguel,Argentina,559.0
Metropolitana de Santiago,San Miguel,Bolivia (Estado Plurinacional de),372.0
Metropolitana de Santiago,San Miguel,Colombia,3904.0
Metropolitana de Santiago,San Miguel,Haití,263.0
Metropolitana de Santiago,San Miguel,Perú,2420.0
Metropolitana de Santiago,San Miguel,Venezuela (República Bolivariana de),29418.0
Metropolitana de Santiago,San Miguel,Otros países de América del Sur,1106.0
Metropolitana de Santiago,San Miguel,Otros países de América Central y El Caribe,576.0
Metropolitana de Santiago,San Miguel,América del Norte,99.0
Metropolitana de Santiago,San Miguel,Europa,288.0
Metropolitana de Santiago,San Miguel,Asia,204.0
Metropolitana de Santiago,San Miguel,África,12.0
Metropolitana de Santiago,San Miguel,Oceanía,10.0
Metropolitana de Santiago,San Miguel,País de nacimiento no declarado,35.0
Metropolitana de Santiago,San Ramón,Total nacidos fuera del país,6214.0
Metropolitana de Santiago,San Ramón,Argentina,184.0
Metropolitana de Santiago,San Ramón,Bolivia (Estado Plurinacional de),132.0
Metropolitana de Santiago,San Ramón,Colombia,558.0
Metropolitana de Santiago,San Ramón,Haití,714.0
Metropolitana de Santiago,San Ramón,Perú,1364.0
Metropolitana de Santiago,San Ramón,Venezuela (República Bolivariana de),2757.0
Metropolitana de Santiago,San Ramón,Otros países de América del Sur,251.0
Metropolitana de Santiago,San Ramón,Otros países de América Central y El Caribe,153.0
Metropolitana de Santiago,San Ramón,América del Norte,7.0
Metropolitana de Santiago,San Ramón,Europa,35.0
Metropolitana de Santiago,San Ramón,Asia,46.0
Metropolitana de Santiago,San Ramón,África,2.0
Metropolitana de Santiago,San Ramón,Oceanía,3.0
Metropolitana de Santiago,San Ramón,País de nacimiento no declarado,8.0
Metropolitana de Santiago,Vitacura,Total nacidos fuera del país,9401.0
Metropolitana de Santiago,Vitacura,Argentina,1340.0
Metropolitana de Santiago,Vitacura,Bolivia (Estado Plurinacional de),191.0
Metropolitana de Santiago,Vitacura,Colombia,678.0
Metropolitana de Santiago,Vitacura,Haití,15.0
Metropolitana de Santiago,Vitacura,Perú,1152.0
Metropolitana de Santiago,Vitacura,Venezuela (República Bolivariana de),840.0
Metropolitana de Santiago,Vitacura,Otros países de América del Sur,941.0
Metropolitana de Santiago,Vitacura,Otros países de América Central y El Caribe,399.0
Metropolitana de Santiago,Vitacura,América del Norte,839.0
Metropolitana de Santiago,Vitacura,Europa,2197.0
Metropolitana de Santiago,Vitacura,Asia,627.0
Metropolitana de Santiago,Vitacura,África,68.0
Metropolitana de Santiago,Vitacura,Oceanía,95.0
Metropolitana de Santiago,Vitacura,País de nacimiento no declarado,19.0
Metropolitana de Santiago,Puente Alto,Total nacidos fuera del país,29760.0
Metropolitana de Santiago,Puente Alto,Argentina,1702.0
Metropolitana de Santiago,Puente Alto,Bolivia (Estado Plurinacional de),562.0
Metropolitana de Santiago,Puente Alto,Colombia,3950.0
Metropolitana de Santiago,Puente Alto,Haití,2633.0
Metropolitana de Santiago,Puente Alto,Perú,5306.0
Metropolitana de Santiago,Puente Alto,Venezuela (República Bolivariana de),11608.0
Metropolitana de Santiago,Puente Alto,Otros países de América del Sur,2238.0
Metropolitana de Santiago,Puente Alto,Otros países de América Central y El Caribe,863.0
Metropolitana de Santiago,Puente Alto,América del Norte,96.0
Metropolitana de Santiago,Puente Alto,Europa,332.0
Metropolitana de Santiago,Puente Alto,Asia,398.0
Metropolitana de Santiago,Puente Alto,África,28.0
Metropolitana de Santiago,Puente Alto,Oceanía,14.0
Metropolitana de Santiago,Puente Alto,País de nacimiento no declarado,30.0
Metropolitana de Santiago,Pirque,Total nacidos fuera del país,637.0
Metropolitana de Santiago,Pirque,Argentina,82.0
Metropolitana de Santiago,Pirque,Bolivia (Estado Plurinacional de),20.0
Metropolitana de Santiago,Pirque,Colombia,56.0
Metropolitana de Santiago,Pirque,Haití,27.0
Metropolitana de Santiago,Pirque,Perú,80.0
Metropolitana de Santiago,Pirque,Venezuela (República Bolivariana de),149.0
Metropolitana de Santiago,Pirque,Otros países de América del Sur,65.0
Metropolitana de Santiago,Pirque,Otros países de América Central y El Caribe,27.0
Metropolitana de Santiago,Pirque,América del Norte,21.0
Metropolitana de Santiago,Pirque,Europa,88.0
Metropolitana de Santiago,Pirque,Asia,15.0
Metropolitana de Santiago,Pirque,África,4.0
Metropolitana de Santiago,Pirque,Oceanía,2.0
Metropolitana de Santiago,Pirque,País de nacimiento no declarado,1.0
Metropolitana de Santiago,San José de Maipo,Total nacidos fuera del país,823.0
Metropolitana de Santiago,San José de Maipo,Argentina,83.0
Metropolitana de Santiago,San José de Maipo,Bolivia (Estado Plurinacional de),24.0
Metropolitana de Santiago,San José de Maipo,Colombia,115.0
Metropolitana de Santiago,San José de Maipo,Haití,39.0
Metropolitana de Santiago,San José de Maipo,Perú,44.0
Metropolitana de Santiago,San José de Maipo,Venezuela (República Bolivariana de),347.0
Metropolitana de Santiago,San José de Maipo,Otros países de América del Sur,70.0
Metropolitana de Santiago,San José de Maipo,Otros países de América Central y El Caribe,8.0
Metropolitana de Santiago,San José de Maipo,América del Norte,18.0
Metropolitana de Santiago,San José de Maipo,Europa,60.0
Metropolitana de Santiago,San José de Maipo,Asia,9.0
Metropolitana de Santiago,San José de Maipo,África,3.0
Metropolitana de Santiago,San José de Maipo,Oceanía,1.0
Metropolitana de Santiago,San José de Maipo,País de nacimiento no declarado,2.0
Metropolitana de Santiago,Colina,Total nacidos fuera del país,22498.0
Metropolitana de Santiago,Colina,Argentina,1665.0
Metropolitana de Santiago,Colina,Bolivia (Estado Plurinacional de),3039.0
Metropolitana de Santiago,Colina,Colombia,3068.0
Metropolitana de Santiago,Colina,Haití,2120.0
Metropolitana de Santiago,Colina,Perú,3678.0
Metropolitana de Santiago,Colina,Venezuela (República Bolivariana de),4459.0
Metropolitana de Santiago,Colina,Otros países de América del Sur,1689.0
Metropolitana de Santiago,Colina,Otros países de América Central y El Caribe,1390.0
Metropolitana de Santiago,Colina,América del Norte,322.0
Metropolitana de Santiago,Colina,Europa,718.0
Metropolitana de Santiago,Colina,Asia,238.0
Metropolitana de Santiago,Colina,África,38.0
Metropolitana de Santiago,Colina,Oceanía,44.0
Metropolitana de Santiago,Colina,País de nacimiento no declarado,30.0
Metropolitana de Santiago,Lampa,Total nacidos fuera del país,18608.0
Metropolitana de Santiago,Lampa,Argentina,575.0
Metropolitana de Santiago,Lampa,Bolivia (Estado Plurinacional de),651.0
Metropolitana de Santiago,Lampa,Colombia,1806.0
Metropolitana de Santiago,Lampa,Haití,2379.0
Metropolitana de Santiago,Lampa,Perú,3376.0
Metropolitana de Santiago,Lampa,Venezuela (República Bolivariana de),8238.0
Metropolitana de Santiago,Lampa,Otros países de América del Sur,939.0
Metropolitana de Santiago,Lampa,Otros países de América Central y El Caribe,338.0
Metropolitana de Santiago,Lampa,América del Norte,51.0
Metropolitana de Santiago,Lampa,Europa,148.0
Metropolitana de Santiago,Lampa,Asia,90.0
Metropolitana de Santiago,Lampa,África,2.0
Metropolitana de Santiago,Lampa,Oceanía,2.0
Metropolitana de Santiago,Lampa,País de nacimiento no declarado,13.0
Metropolitana de Santiago,Tiltil,Total nacidos fuera del país,1133.0
Metropolitana de Santiago,Tiltil,Argentina,68.0
Metropolitana de Santiago,Tiltil,Bolivia (Estado Plurinacional de),136.0
Metropolitana de Santiago,Tiltil,Colombia,140.0
Metropolitana de Santiago,Tiltil,Haití,143.0
Metropolitana de Santiago,Tiltil,Perú,118.0
Metropolitana de Santiago,Tiltil,Venezuela (República Bolivariana de),338.0
Metropolitana de Santiago,Tiltil,Otros países de América del Sur,127.0
Metropolitana de Santiago,Tiltil,Otros países de América Central y El Caribe,29.0
Metropolitana de Santiago,Tiltil,América del Norte,6.0
Metropolitana de Santiago,Tiltil,Europa,24.0
Metropolitana de Santiago,Tiltil,Asia,4.0
Metropolitana de Santiago,Tiltil,África,0.0
Metropolitana de Santiago,Tiltil,Oceanía,0.0
Metropolitana de Santiago,Tiltil,País de nacimiento no declarado,0.0
Metropolitana de Santiago,San Bernardo,Total nacidos fuera del país,19544.0
Metropolitana de Santiago,San Bernardo,Argentina,930.0
Metropolitana de Santiago,San Bernardo,Bolivia (Estado Plurinacional de),295.0
Metropolitana de Santiago,San Bernardo,Colombia,1550.0
Metropolitana de Santiago,San Bernardo,Haití,4539.0
Metropolitana de Santiago,San Bernardo,Perú,2262.0
Metropolitana de Santiago,San Bernardo,Venezuela (República Bolivariana de),7752.0
Metropolitana de Santiago,San Bernardo,Otros países de América del Sur,1288.0
Metropolitana de Santiago,San Bernardo,Otros países de América Central y El Caribe,412.0
Metropolitana de Santiago,San Bernardo,América del Norte,78.0
Metropolitana de Santiago,San Bernardo,Europa,174.0
Metropolitana de Santiago,San Bernardo,Asia,235.0
Metropolitana de Santiago,San Bernardo,África,9.0
Metropolitana de Santiago,San Bernardo,Oceanía,9.0
Metropolitana de Santiago,San Bernardo,País de nacimiento no declarado,11.0
Metropolitana de Santiago,Buin,Total nacidos fuera del país,5960.0
Metropolitana de Santiago,Buin,Argentina,291.0
Metropolitana de Santiago,Buin,Bolivia (Estado Plurinacional de),370.0
Metropolitana de Santiago,Buin,Colombia,611.0
Metropolitana de Santiago,Buin,Haití,516.0
Metropolitana de Santiago,Buin,Perú,506.0
Metropolitana de Santiago,Buin,Venezuela (República Bolivariana de),2719.0
Metropolitana de Santiago,Buin,Otros países de América del Sur,546.0
Metropolitana de Santiago,Buin,Otros países de América Central y El Caribe,130.0
Metropolitana de Santiago,Buin,América del Norte,44.0
Metropolitana de Santiago,Buin,Europa,142.0
Metropolitana de Santiago,Buin,Asia,61.0
Metropolitana de Santiago,Buin,África,4.0
Metropolitana de Santiago,Buin,Oceanía,4.0
Metropolitana de Santiago,Buin,País de nacimiento no declarado,16.0
Metropolitana de Santiago,Calera de Tango,Total nacidos fuera del país,898.0
Metropolitana de Santiago,Calera de Tango,Argentina,67.0
Metropolitana de Santiago,Calera de Tango,Bolivia (Estado Plurinacional de),57.0
Metropolitana de Santiago,Calera de Tango,Colombia,95.0
Metropolitana de Santiago,Calera de Tango,Haití,173.0
Metropolitana de Santiago,Calera de Tango,Perú,114.0
Metropolitana de Santiago,Calera de Tango,Venezuela (República Bolivariana de),235.0
Metropolitana de Santiago,Calera de Tango,Otros países de América del Sur,57.0
Metropolitana de Santiago,Calera de Tango,Otros países de América Central y El Caribe,35.0
Metropolitana de Santiago,Calera de Tango,América del Norte,13.0
Metropolitana de Santiago,Calera de Tango,Europa,29.0
Metropolitana de Santiago,Calera de Tango,Asia,16.0
Metropolitana de Santiago,Calera de Tango,África,0.0
Metropolitana de Santiago,Calera de Tango,Oceanía,4.0
Metropolitana de Santiago,Calera de Tango,País de nacimiento no declarado,3.0
Metropolitana de Santiago,Paine,Total nacidos fuera del país,5365.0
Metropolitana de Santiago,Paine,Argentina,177.0
Metropolitana de Santiago,Paine,Bolivia (Estado Plurinacional de),1917.0
Metropolitana de Santiago,Paine,Colombia,236.0
Metropolitana de Santiago,Paine,Haití,674.0
Metropolitana de Santiago,Paine,Perú,405.0
Metropolitana de Santiago,Paine,Venezuela (República Bolivariana de),1382.0
Metropolitana de Santiago,Paine,Otros países de América del Sur,345.0
Metropolitana de Santiago,Paine,Otros países de América Central y El Caribe,79.0
Metropolitana de Santiago,Paine,América del Norte,25.0
